id,benefits,resources,mhd,coworker_chat,support_options,age,sex,race
2559,Yes,Yes,Yes,,,32.0,Male,
2560,Don't know,Don't know,Don't know,,,26.0,Male,
2561,Yes,Don't know,Yes,,,38.0,Male,
2562,Don't know,Don't know,Don't know,,,21.0,Male,
2563,Yes,No,Yes,,,27.0,Male,
2564,No,Don't know,Yes,,,37.0,Female,
2565,Don't know,Don't know,Don't know,,,45.0,Male,
2566,Don't know,Don't know,No,,,26.0,Male,
2567,Don't know,No,Don't know,,,30.0,Female,
2568,No,Don't know,Yes,,,21.0,Male,
2569,Don't know,Yes,Don't know,,,21.0,Male,
2570,Don't know,Don't know,No,,,29.0,Male,
2571,Yes,Yes,No,,,46.0,Male,
2572,Yes,Yes,Yes,,,28.0,Male,
2573,Yes,No,Yes,,,26.0,Others,
2574,Don't know,Don't know,Yes,,,37.0,Female,
2575,Yes,Yes,No,,,44.0,Male,
2576,Don't know,Don't know,Yes,,,45.0,Female,
2577,Don't know,No,No,,,35.0,Female,
2578,Yes,Yes,Yes,,,39.0,Male,
2579,Don't know,Don't know,No,,,37.0,Female,
2580,No,No,No,,,35.0,Male,
2581,Yes,Don't know,Yes,,,29.0,Female,
2582,Don't know,Don't know,No,,,49.0,Female,
2583,Don't know,Don't know,Yes,,,21.0,Male,
2584,Yes,Yes,Don't know,,,26.0,Female,
2585,Yes,No,Don't know,,,35.0,Male,
2586,Yes,Yes,Yes,,,56.0,Male,
2587,Don't know,Don't know,Yes,,,53.0,Female,
2588,Don't know,Don't know,Yes,,,48.0,Female,
2589,Don't know,No,No,,,24.0,Male,
2590,No,No,Yes,,,37.0,Male,
2591,No,No,Yes,,,27.0,Female,
2592,Don't know,Don't know,Yes,,,39.0,Female,
2593,Don't know,Don't know,No,,,31.0,Male,
2594,Yes,Don't know,Yes,,,34.0,Male,
2595,No,Yes,Yes,,,33.0,Male,
2596,No,No,Yes,,,22.0,Male,
2597,Don't know,No,No,,,25.0,Female,
2598,Don't know,No,No,,,34.0,Male,
2599,Don't know,No,Don't know,,,30.0,Male,
2600,No,No,Don't know,,,37.0,Male,
2601,No,No,Yes,,,26.0,Male,
2602,Yes,Yes,Don't know,,,29.0,Female,
2603,No,Don't know,No,,,29.0,Male,
2604,No,No,Yes,,,27.0,Male,
2605,No,No,No,,,27.0,Female,
2606,Don't know,Yes,No,,,23.0,Male,
2607,Don't know,Yes,No,,,24.0,Female,
2608,Don't know,Don't know,Yes,,,22.0,Male,
2609,No,No,No,,,28.0,Male,
2610,Don't know,No,Yes,,,22.0,Male,
2611,No,No,Don't know,,,32.0,Male,
2612,Don't know,Don't know,Yes,,,35.0,Female,
2613,Yes,Don't know,Yes,,,26.0,Male,
2614,No,Yes,Yes,,,31.0,Female,
2615,Don't know,Don't know,Yes,,,32.0,Male,
2616,No,No,Don't know,,,37.0,Male,
2617,No,No,Yes,,,24.0,Male,
2618,Yes,Yes,No,,,33.0,Male,
2619,Yes,Yes,Yes,,,28.0,Male,
2620,Don't know,Don't know,Don't know,,,22.0,Female,
2621,Don't know,No,Don't know,,,46.0,Male,
2622,Yes,Don't know,Don't know,,,30.0,Male,
2623,Don't know,Yes,Yes,,,29.0,Male,
2624,Don't know,No,Yes,,,22.0,Male,
2625,Don't know,Don't know,Yes,,,24.0,Female,
2626,Don't know,Don't know,Yes,,,29.0,Female,
2627,Yes,Yes,Don't know,,,30.0,Male,
2628,Don't know,Don't know,Don't know,,,25.0,Male,
2629,Yes,Yes,No,,,39.0,Male,
2630,Don't know,Don't know,No,,,31.0,Male,
2631,Don't know,Don't know,Yes,,,25.0,Male,
2632,Yes,Yes,No,,,39.0,Male,
2633,Yes,Yes,Yes,,,31.0,Female,
2634,Yes,Don't know,Don't know,,,35.0,Male,
2635,Don't know,Don't know,Yes,,,31.0,Others,
2636,No,No,Yes,,,23.0,Male,
2637,Yes,Yes,Yes,,,30.0,Male,
2638,Don't know,No,No,,,28.0,Male,
2639,Yes,Yes,Yes,,,23.0,Female,
2640,Yes,No,Yes,,,26.0,Female,
2641,Yes,No,Don't know,,,24.0,Female,
2642,Yes,No,No,,,32.0,Male,
2643,Don't know,Don't know,Yes,,,35.0,Male,
2644,Don't know,No,Don't know,,,30.0,Male,
2645,Yes,No,Yes,,,32.0,Male,
2646,Yes,No,Don't know,,,35.0,Male,
2647,Don't know,No,Don't know,,,26.0,Female,
2648,Yes,Yes,Yes,,,30.0,Female,
2649,Yes,Don't know,Don't know,,,29.0,Male,
2650,Don't know,Yes,No,,,39.0,Male,
2651,Don't know,No,Don't know,,,37.0,Male,
2652,Yes,No,No,,,35.0,Male,
2653,Don't know,No,Yes,,,25.0,Female,
2654,Don't know,Yes,Don't know,,,22.0,Others,
2655,Yes,No,Don't know,,,33.0,Male,
2656,Yes,No,Yes,,,23.0,Male,
2657,Don't know,Don't know,Yes,,,29.0,Male,
2658,Yes,Don't know,Yes,,,28.0,Male,
2659,Yes,No,Yes,,,30.0,Male,
2660,Yes,No,Yes,,,28.0,Male,
2661,Yes,Yes,Don't know,,,28.0,Female,
2662,Yes,Yes,Yes,,,37.0,Male,
2663,No,No,Yes,,,30.0,Male,
2664,No,No,Yes,,,27.0,Male,
2665,Don't know,Don't know,Yes,,,29.0,Male,
2666,Don't know,No,Don't know,,,28.0,Male,
2667,No,No,Yes,,,26.0,Others,
2668,Don't know,Don't know,Yes,,,29.0,Male,
2669,Don't know,Don't know,No,,,34.0,Male,
2670,Yes,Yes,Yes,,,36.0,Male,
2671,Don't know,No,Yes,,,38.0,Male,
2672,Yes,No,Yes,,,22.0,Female,
2673,Don't know,Yes,No,,,24.0,Male,
2674,Yes,Don't know,Yes,,,24.0,Female,
2675,Yes,Don't know,Yes,,,36.0,Female,
2676,Don't know,Don't know,Yes,,,24.0,Female,
2677,No,No,No,,,24.0,Male,
2678,No,No,Yes,,,31.0,Male,
2679,Yes,No,Yes,,,39.0,Male,
2680,Yes,Yes,Yes,,,41.0,Male,
2681,Don't know,Don't know,Don't know,,,29.0,Male,
2682,No,No,No,,,37.0,Male,
2683,Don't know,Don't know,No,,,30.0,Male,
2684,Yes,Don't know,No,,,24.0,Male,
2685,Don't know,No,Yes,,,22.0,Female,
2686,Yes,Yes,Don't know,,,24.0,Male,
2687,Don't know,Don't know,Yes,,,26.0,Female,
2688,Yes,No,Yes,,,38.0,Female,
2689,Don't know,Don't know,No,,,34.0,Female,
2690,Don't know,Don't know,No,,,56.0,Male,
2691,Yes,Yes,Don't know,,,52.0,Male,
2692,Don't know,Yes,Yes,,,30.0,Female,
2693,Yes,No,Yes,,,25.0,Others,
2694,No,Don't know,Don't know,Yes,,27.0,Female,
2695,Yes,No,Don't know,Yes,,31.0,Male,
2696,Don't know,No,Yes,No,,36.0,Male,White
2697,Yes,Don't know,Yes,No,,22.0,Male,White
2698,Don't know,Don't know,No,Don't know,,52.0,Female,Others
2699,Yes,Don't know,No,No,,30.0,Male,White
2700,Yes,No,Yes,Yes,,36.0,Female,Asian
2701,Yes,No,No,Yes,,38.0,Female,White
2702,Don't know,No,Don't know,No,,35.0,Male,
2703,Don't know,Don't know,Don't know,Don't know,,36.0,Male,
2704,Yes,No,Yes,Yes,,40.0,Male,White
2705,Don't know,Don't know,Yes,No,,35.0,Male,White
2706,No,No,No,Yes,,23.0,Male,
2707,Don't know,Don't know,Yes,No,,22.0,Female,White
2708,Don't know,Don't know,Yes,Yes,,34.0,Female,Black or African American
2709,Yes,Don't know,Yes,No,,28.0,Male,White
2710,No,No,Don't know,Yes,,38.0,Male,
2711,Don't know,Don't know,No,Don't know,,53.0,Male,White
2712,Don't know,No,Don't know,No,,21.0,Male,
2713,Don't know,Don't know,Don't know,Yes,,35.0,Female,
2714,No,No,Don't know,Yes,,22.0,Male,
2716,Don't know,No,Yes,Yes,,37.0,Female,White
2717,No,No,Yes,Yes,,25.0,Male,
2718,No,No,Don't know,No,,40.0,Male,
2719,No,No,Don't know,No,,33.0,Male,
2720,Yes,Don't know,Yes,No,,66.0,Female,White
2721,Yes,No,Yes,No,,31.0,Female,White
2722,Yes,Yes,Yes,Yes,,32.0,Male,
2723,Don't know,Don't know,Yes,Don't know,,46.0,Male,White
2724,Yes,No,Yes,No,,30.0,Female,White
2725,Yes,No,Yes,No,,31.0,Male,Black or African American
2726,Don't know,No,Yes,Yes,,46.0,Male,
2727,Don't know,Don't know,Yes,Don't know,,29.0,Others,
2728,Don't know,Don't know,Yes,No,,28.0,Female,Others
2729,No,No,Yes,Yes,,34.0,Female,
2730,Yes,No,Yes,Yes,,25.0,Male,White
2731,Yes,Yes,Yes,No,,35.0,Male,White
2732,Don't know,Don't know,No,Don't know,,25.0,Others,
2733,Yes,Don't know,Don't know,No,,40.0,Male,White
2734,Don't know,Don't know,Yes,Yes,,32.0,Male,Others
2735,Don't know,Don't know,No,No,,39.0,Male,Others
2736,Yes,Don't know,Yes,No,,33.0,Male,White
2737,Yes,Yes,Don't know,No,,40.0,Male,Black or African American
2738,Yes,Don't know,Yes,No,,42.0,Male,Others
2739,Don't know,Don't know,Yes,Yes,,32.0,Male,White
2740,Yes,Yes,Yes,Yes,,27.0,Female,White
2741,Don't know,Don't know,Yes,Don't know,,43.0,Female,
2742,No,No,Don't know,No,,30.0,Female,
2743,Don't know,No,Yes,No,,39.0,Male,White
2744,Yes,Don't know,Yes,Yes,,42.0,Female,White
2745,Yes,No,Yes,No,,37.0,Others,
2746,Don't know,Don't know,Yes,Yes,,38.0,Female,White
2747,Don't know,Don't know,Don't know,No,,47.0,Male,
2748,Don't know,Yes,Yes,Yes,,64.0,Male,
2749,No,No,Yes,Yes,,28.0,Male,
2750,Don't know,Don't know,Don't know,Don't know,,45.0,Male,White
2751,Yes,Don't know,No,Yes,,37.0,Male,
2752,Yes,Yes,Yes,Yes,,30.0,Female,
2753,Don't know,No,No,Yes,,25.0,Male,
2754,No,Yes,Yes,No,,25.0,Female,
2755,Don't know,Don't know,Yes,Don't know,,54.0,Female,White
2756,Yes,Yes,Yes,Yes,,61.0,Male,
2757,No,No,No,No,,26.0,Male,
2758,Yes,Yes,Yes,Don't know,,44.0,Female,White
2759,No,No,Yes,Yes,,26.0,Male,
2760,Yes,No,Yes,No,,26.0,Female,
2761,Don't know,Don't know,No,No,,35.0,Female,White
2762,Yes,No,No,Yes,,45.0,Male,White
2763,Don't know,No,No,No,,23.0,Male,White
2764,Yes,Don't know,Don't know,No,,44.0,Male,White
2765,Yes,Yes,Don't know,Yes,,38.0,Male,White
2766,Yes,Yes,No,No,,46.0,Male,White
2767,Yes,Don't know,Yes,No,,27.0,Others,White
2768,Yes,Yes,Yes,Yes,,39.0,Female,Others
2769,Don't know,No,Don't know,No,,33.0,Female,White
2770,Don't know,Don't know,Yes,Don't know,,38.0,Female,
2771,Don't know,No,No,No,,35.0,Male,
2772,No,No,Yes,No,,32.0,Male,
2773,Yes,No,Yes,No,,26.0,Female,Asian
2774,Yes,Don't know,Yes,No,,50.0,Male,
2775,Don't know,Don't know,Yes,No,,31.0,Male,White
2776,Don't know,Don't know,Don't know,Yes,,46.0,Male,
2777,Yes,No,Yes,No,,30.0,Male,White
2778,Yes,Don't know,Yes,Yes,,30.0,Male,White
2779,No,No,Yes,Yes,,34.0,Male,
2780,Yes,Yes,No,No,,42.0,Male,
2781,Yes,Yes,Yes,No,,24.0,Female,White
2782,Don't know,Don't know,Yes,Don't know,,30.0,Male,White
2783,Yes,Don't know,Don't know,Yes,,23.0,Male,
2784,Yes,No,Yes,Yes,,31.0,Female,White
2785,No,No,Don't know,No,,31.0,Male,
2786,Yes,Don't know,Yes,Yes,,27.0,Female,White
2787,Don't know,Don't know,No,Don't know,,26.0,Male,
2788,Yes,Yes,No,Yes,,52.0,Female,White
2789,Don't know,Don't know,Don't know,Don't know,,28.0,Male,
2790,No,Don't know,Don't know,No,,37.0,Male,White
2791,No,Yes,No,No,,37.0,Male,
2792,Yes,No,Yes,No,,38.0,Male,White
2793,Don't know,Don't know,Yes,Don't know,,57.0,Female,White
2794,Yes,Don't know,Yes,Yes,,34.0,Male,White
2795,Yes,Yes,No,Yes,,38.0,Female,
2796,Don't know,Don't know,Don't know,No,,30.0,Male,White
2797,Yes,Don't know,Don't know,Yes,,52.0,Male,
2798,Don't know,Don't know,Yes,Don't know,,31.0,Female,White
2799,Don't know,Don't know,No,Don't know,,29.0,Male,
2800,Don't know,No,Don't know,No,,26.0,Female,
2801,Yes,No,Yes,No,,29.0,Female,White
2802,Yes,No,Yes,Yes,,44.0,Male,White
2804,Don't know,Don't know,Yes,Yes,,42.0,Male,
2805,Yes,No,Don't know,Yes,,30.0,Male,White
2806,Yes,Yes,Yes,Yes,,29.0,Male,White
2807,Yes,Yes,Yes,No,,27.0,Female,White
2808,Yes,Yes,Yes,Yes,,39.0,Male,White
2809,Yes,No,No,Don't know,,40.0,Female,
2810,Yes,Yes,Don't know,Yes,,36.0,Female,Asian
2811,Don't know,Don't know,Don't know,Don't know,,48.0,Female,White
2812,Yes,Yes,Don't know,Yes,,43.0,Male,White
2813,Yes,Yes,Yes,Yes,,38.0,Male,White
2814,Don't know,No,No,No,,42.0,Male,White
2815,No,Yes,Yes,Yes,,46.0,Male,
2816,Yes,Yes,Yes,Yes,,30.0,Male,White
2817,No,No,Yes,No,,25.0,Male,
2818,Yes,Yes,Don't know,Yes,,28.0,Others,
2819,Yes,No,Don't know,Yes,,24.0,Female,
2820,Don't know,No,No,No,,26.0,Male,
2821,Yes,Yes,Yes,Yes,,43.0,Male,White
2822,Yes,Yes,Yes,No,,25.0,Female,Others
2823,Yes,Don't know,Yes,No,,34.0,Male,White
2824,Yes,Don't know,No,Yes,,28.0,Female,Asian
2825,No,No,Yes,Yes,,27.0,Male,
2826,No,Yes,Don't know,No,,22.0,Male,
2827,Don't know,Yes,No,No,,24.0,Female,
2828,Don't know,Don't know,Yes,Don't know,,33.0,Female,
2829,Don't know,Don't know,Don't know,Don't know,,41.0,Male,
2830,No,Don't know,Don't know,No,,26.0,Female,
2831,Don't know,Don't know,Yes,Don't know,,39.0,Male,White
2832,Don't know,No,Don't know,No,,24.0,Male,White
2833,Don't know,No,Yes,No,,54.0,Male,White
2834,Yes,Yes,Yes,Yes,,47.0,Male,White
2835,No,No,No,No,,33.0,Male,
2836,Yes,No,Yes,No,,30.0,Others,White
2837,Yes,Don't know,Don't know,Yes,,48.0,Male,White
2838,Don't know,Yes,Don't know,No,,35.0,Male,White
2839,Don't know,Don't know,No,No,,34.0,Male,White
2840,Don't know,Don't know,No,Don't know,,31.0,Male,
2841,Yes,No,Don't know,Yes,,25.0,Male,White
2842,No,No,Yes,Yes,,48.0,Male,
2843,Yes,Don't know,Yes,No,,34.0,Male,White
2844,Yes,No,No,No,,42.0,Male,White
2845,Don't know,No,Yes,Yes,,27.0,Male,White
2846,Yes,No,Don't know,No,,33.0,Female,White
2847,Yes,Don't know,Yes,Yes,,27.0,Female,Black or African American
2848,Yes,No,Don't know,Yes,,48.0,Male,White
2849,Yes,No,Yes,No,,32.0,Female,White
2850,Yes,Don't know,Yes,Yes,,29.0,Male,White
2851,Don't know,Don't know,Yes,Don't know,,36.0,Female,Asian
2852,Don't know,Don't know,Yes,Don't know,,29.0,Female,
2853,Don't know,No,Don't know,No,,23.0,Female,
2854,Yes,Yes,Don't know,Yes,,50.0,Female,White
2855,Don't know,Don't know,No,Don't know,,24.0,Female,
2856,No,No,No,No,,29.0,Female,
2857,Yes,Don't know,Don't know,Yes,,42.0,Female,White
2858,Don't know,Don't know,Don't know,Don't know,,35.0,Male,
2859,Don't know,Don't know,Don't know,No,,22.0,Male,White
2860,Yes,Yes,Yes,No,,39.0,Female,White
2861,Yes,No,Don't know,Yes,,29.0,Female,
2862,Don't know,Don't know,No,Don't know,,20.0,Male,
2863,Don't know,Yes,Yes,Yes,,36.0,Female,
2864,Don't know,No,Yes,No,,30.0,Female,
2865,Don't know,Don't know,No,Don't know,,36.0,Male,White
2866,No,No,No,No,,31.0,Male,
2867,Yes,No,Don't know,No,,28.0,Male,White
2868,Yes,Yes,No,Yes,,28.0,Male,White
2869,Don't know,Don't know,Yes,No,,25.0,Female,
2870,Don't know,No,Don't know,No,,30.0,Male,
2871,Don't know,Don't know,No,Don't know,,45.0,Male,
2872,Don't know,No,No,No,,31.0,Male,
2873,No,No,No,No,,36.0,Male,
2874,Don't know,No,No,Yes,,37.0,Male,
2875,Yes,Don't know,No,No,,37.0,Male,Others
2876,Don't know,Don't know,No,Don't know,,28.0,Male,
2877,Don't know,No,No,Yes,,37.0,Male,
2878,No,No,Don't know,Yes,,37.0,Male,
2879,Don't know,Don't know,Yes,Don't know,,64.0,Male,
2880,Don't know,Don't know,No,Don't know,,34.0,Female,
2881,Don't know,Don't know,Don't know,Don't know,,34.0,Male,
2882,Don't know,Don't know,No,Don't know,,36.0,Male,
2883,Don't know,Don't know,No,Don't know,,26.0,Male,
2884,Don't know,No,Don't know,No,,33.0,Male,
2885,Yes,No,No,No,,47.0,Female,White
2886,Don't know,Yes,Don't know,No,,24.0,Female,White
2887,Yes,Don't know,Yes,Yes,,26.0,Male,White
2888,Yes,Yes,No,Yes,,37.0,Male,
2889,Yes,No,Yes,Yes,,29.0,Male,White
2890,Don't know,No,Yes,No,,33.0,Female,White
2891,Yes,Yes,Yes,Yes,,44.0,Male,White
2892,Yes,Yes,No,No,,34.0,Female,White
2893,Yes,No,Don't know,Yes,,35.0,Male,White
2894,Yes,Don't know,Yes,Yes,,32.0,Others,Asian
2895,Don't know,Don't know,Yes,Don't know,,23.0,Others,
2896,Yes,Yes,No,No,,31.0,Male,
2897,Yes,No,Yes,No,,30.0,Male,White
2898,Don't know,Don't know,No,Don't know,,42.0,Male,
2899,Don't know,Yes,Yes,Yes,,26.0,Female,White
2900,Yes,No,No,Yes,,29.0,Female,
2901,Yes,Yes,Don't know,No,,35.0,Male,White
2902,Don't know,Don't know,No,Don't know,,31.0,Male,
2903,Don't know,Don't know,No,No,,26.0,Others,White
2904,Don't know,Don't know,Don't know,No,,30.0,Male,White
2905,Yes,No,Don't know,Yes,,39.0,Male,White
2906,No,Don't know,Don't know,No,,29.0,Male,
2907,No,No,No,No,,27.0,Male,
2908,No,No,Don't know,No,,29.0,Male,
2909,No,No,No,No,,43.0,Male,
2910,No,No,Don't know,No,,31.0,Male,
2911,No,No,Don't know,No,,27.0,Female,
2912,Yes,Yes,No,Yes,,36.0,Male,
2913,Yes,Yes,No,Yes,,44.0,Female,White
2914,Yes,Yes,No,Yes,,44.0,Male,White
2915,Yes,Yes,Yes,Yes,,27.0,Female,Others
2916,Yes,Yes,Yes,Yes,,42.0,Female,White
2917,Yes,Yes,Yes,Yes,,28.0,Male,White
2918,Yes,Yes,Yes,Yes,,43.0,Male,White
2919,Don't know,Don't know,Yes,Don't know,,28.0,Female,
2920,Yes,Yes,Yes,Yes,,49.0,Female,White
2921,Don't know,No,Don't know,No,,32.0,Male,
2922,Don't know,Don't know,Don't know,No,,33.0,Male,Others
2923,No,No,Don't know,No,,45.0,Male,Others
2924,Don't know,Don't know,Yes,No,,25.0,Female,Others
2925,Yes,Don't know,Yes,No,,42.0,Male,White
2926,Yes,No,Don't know,Yes,,25.0,Male,White
2927,Yes,Don't know,Don't know,No,,25.0,Female,White
2928,Yes,Yes,No,Yes,,31.0,Female,
2929,Yes,No,No,Yes,,22.0,Female,Asian
2930,Don't know,Don't know,Yes,Don't know,,33.0,Female,White
2931,No,No,Yes,Yes,,40.0,Male,
2932,Don't know,No,Don't know,Yes,,28.0,Male,White
2933,Don't know,Don't know,Don't know,No,,37.0,Male,White
2934,Yes,No,Yes,No,,35.0,Male,
2935,Don't know,Don't know,Yes,Don't know,,47.0,Male,White
2936,Don't know,No,Don't know,Yes,,20.0,Male,
2937,Yes,No,No,No,,27.0,Female,
2938,Yes,Yes,No,Yes,,62.0,Female,White
2939,Don't know,Don't know,No,Don't know,,42.0,Male,White
2940,Don't know,Don't know,Yes,Don't know,,35.0,Male,White
2941,Don't know,Don't know,Don't know,Yes,,29.0,Male,
2942,Yes,Yes,Yes,No,,37.0,Male,
2943,Yes,Don't know,Yes,Yes,,51.0,Male,White
2944,Yes,Yes,No,Yes,,60.0,Male,White
2945,Don't know,Don't know,Yes,Don't know,,30.0,Female,White
2946,Yes,Don't know,Yes,Yes,,36.0,Female,White
2947,Don't know,Don't know,Don't know,No,,38.0,Male,White
2948,Don't know,Yes,Don't know,No,,30.0,Female,
2949,Don't know,Yes,Yes,No,,35.0,Male,
2950,Don't know,Don't know,No,Don't know,,50.0,Female,
2951,Yes,Yes,No,Yes,,41.0,Male,
2952,Don't know,Don't know,Yes,Don't know,,58.0,Female,White
2953,Don't know,No,Yes,No,,27.0,Male,White
2954,No,No,No,No,,53.0,Male,
2955,Yes,No,Don't know,Yes,,42.0,Female,White
2956,No,No,No,Yes,,33.0,Male,
2957,Yes,Yes,Yes,No,,25.0,Others,White
2958,Don't know,Don't know,No,No,,40.0,Male,White
2959,Yes,Yes,Yes,No,,25.0,Female,Others
2960,Don't know,No,No,Yes,,49.0,Female,White
2961,No,No,Yes,Yes,,44.0,Female,White
2962,Don't know,No,Yes,No,,30.0,Male,White
2963,Yes,Don't know,Don't know,Yes,,28.0,Male,White
2964,Yes,Don't know,Don't know,Yes,,26.0,Male,White
2965,Yes,Yes,Yes,Yes,,31.0,Male,
2966,Yes,No,Yes,Yes,,32.0,Male,White
2967,Don't know,Don't know,Don't know,No,,24.0,Male,White
2968,Don't know,Don't know,Don't know,Yes,,34.0,Male,White
2969,Yes,Don't know,Yes,No,,31.0,Female,White
2970,Yes,Yes,No,No,,47.0,Male,White
2971,Yes,Don't know,No,Yes,,59.0,Male,White
2972,Don't know,No,Yes,Yes,,44.0,Male,White
2973,No,No,No,No,,26.0,Male,White
2974,Don't know,Don't know,Yes,Don't know,,43.0,Male,White
2975,Don't know,Don't know,Don't know,Don't know,,39.0,Male,
2976,Don't know,No,Don't know,Yes,,43.0,Male,White
2977,Don't know,Don't know,Yes,Don't know,,40.0,Male,
2978,Don't know,No,Don't know,No,,22.0,Male,
2979,Don't know,No,Yes,Yes,,24.0,Male,
2980,Don't know,Don't know,Yes,Yes,,35.0,Male,White
2981,Don't know,No,No,Yes,,40.0,Male,White
2982,Don't know,Don't know,Don't know,Don't know,,26.0,Male,
2983,Don't know,Don't know,Yes,Don't know,,23.0,Male,
2984,Don't know,No,No,Yes,,30.0,Male,White
2985,Yes,Don't know,Don't know,No,,37.0,Male,White
2986,No,No,Yes,Yes,,27.0,Male,White
2987,Yes,Yes,Don't know,Yes,,42.0,Male,White
2988,Yes,Yes,Don't know,No,,49.0,Male,White
2989,Yes,Don't know,Yes,No,,40.0,Male,White
2990,Yes,Yes,Yes,Yes,,26.0,Female,White
2991,Yes,Yes,Yes,Yes,,29.0,Male,White
2992,Yes,Don't know,No,Yes,,39.0,Female,White
2993,Yes,Don't know,Yes,Yes,,40.0,Male,White
2994,No,No,Don't know,No,,23.0,Male,
2995,Don't know,Don't know,No,Yes,,50.0,Male,Others
2996,Yes,Yes,Yes,Yes,,35.0,Male,White
2997,Yes,Yes,Don't know,No,,24.0,Male,
2998,Yes,Don't know,Yes,Yes,,35.0,Female,White
2999,Don't know,No,No,No,,36.0,Male,White
3000,Yes,Don't know,No,Yes,,50.0,Female,White
3001,Don't know,Don't know,No,No,,47.0,Female,White
3002,Yes,No,No,Yes,,30.0,Male,White
3003,Yes,Yes,Yes,Yes,,30.0,Male,White
3004,Yes,Yes,Yes,Yes,,32.0,Male,White
3005,Yes,Yes,Yes,Yes,,38.0,Others,White
3006,Don't know,No,Yes,Yes,,38.0,Male,White
3007,Yes,Don't know,Yes,Yes,,38.0,Male,White
3008,Yes,Yes,No,No,,26.0,Female,White
3009,Yes,No,Yes,No,,45.0,Female,White
3010,Yes,Yes,Don't know,Yes,,37.0,Female,Black or African American
3011,Don't know,Don't know,Yes,Yes,,24.0,Female,White
3012,Yes,Yes,Yes,Yes,,33.0,Female,White
3013,Yes,Yes,No,Yes,,35.0,Female,White
3014,Yes,Yes,No,No,,44.0,Male,White
3015,Don't know,No,Yes,Yes,,27.0,Female,White
3016,Yes,Yes,No,No,,33.0,Male,White
3017,Don't know,No,No,No,,28.0,Female,White
3018,Yes,Don't know,Yes,Yes,,35.0,Male,White
3019,Yes,Yes,Yes,Yes,,23.0,Male,White
3020,Don't know,Don't know,Yes,Don't know,,53.0,Male,
3021,Yes,No,Yes,No,,32.0,Male,
3022,Don't know,Don't know,No,Don't know,,24.0,Male,
3023,Yes,Don't know,No,Yes,,31.0,Male,
3024,No,No,Yes,No,,33.0,Male,
3025,No,No,Yes,Yes,,37.0,Male,
3026,Don't know,No,No,Yes,,27.0,Male,
3027,Yes,Don't know,No,Yes,,31.0,Male,
3028,Don't know,Don't know,Don't know,Don't know,,32.0,Male,
3029,No,No,Don't know,Yes,,40.0,Male,
3030,No,No,No,Yes,,32.0,Male,
3031,Don't know,Don't know,Don't know,Don't know,,31.0,Male,
3032,Yes,Yes,Yes,Yes,,33.0,Male,White
3033,Don't know,No,Don't know,Yes,,21.0,Others,White
3034,Don't know,Don't know,Don't know,Don't know,,67.0,Female,White
3035,Don't know,Don't know,Yes,Don't know,,35.0,Male,
3036,Don't know,Don't know,No,Don't know,,46.0,Male,
3037,Yes,Don't know,Yes,Yes,,36.0,Male,White
3038,No,No,Yes,No,,44.0,Female,
3039,Yes,Yes,Don't know,Yes,,57.0,Male,White
3040,Don't know,No,No,Yes,,38.0,Female,White
3041,Yes,No,Don't know,No,,27.0,Female,
3042,Don't know,Yes,Yes,Yes,,26.0,Male,
3043,Yes,Yes,Don't know,No,,36.0,Male,White
3044,Don't know,No,No,No,,30.0,Male,
3045,Yes,Yes,Yes,Yes,,35.0,Male,
3046,No,No,Don't know,No,,30.0,Male,
3047,No,No,Don't know,Yes,,32.0,Male,
3048,Don't know,No,Don't know,No,,35.0,Male,
3049,Yes,Don't know,No,Yes,,33.0,Male,
3050,No,No,No,Yes,,48.0,Male,
3051,No,No,No,No,,32.0,Male,
3052,Don't know,No,Yes,No,,45.0,Male,
3053,Don't know,No,No,No,,31.0,Male,
3054,Don't know,Don't know,No,Yes,,40.0,Male,
3055,Don't know,No,No,No,,37.0,Male,White
3056,No,No,No,No,,29.0,Male,
3057,Yes,Don't know,Yes,Yes,,26.0,Male,White
3058,Yes,Yes,Don't know,No,,51.0,Female,White
3059,Don't know,Don't know,Yes,Don't know,,29.0,Male,
3060,Don't know,Don't know,Yes,Don't know,,30.0,Male,
3061,Yes,No,No,Yes,,33.0,Female,White
3062,Yes,No,Yes,Yes,,27.0,Male,White
3063,Yes,Don't know,No,Yes,,42.0,Male,White
3064,Don't know,No,No,Yes,,47.0,Male,
3065,Don't know,Don't know,Yes,Yes,,31.0,Female,
3066,Don't know,Yes,No,No,,32.0,Male,
3067,Don't know,Don't know,No,Don't know,,60.0,Male,
3068,Don't know,No,No,No,,58.0,Male,
3069,Don't know,Don't know,No,Don't know,,38.0,Male,
3070,No,No,Don't know,No,,42.0,Female,
3071,Don't know,No,Yes,No,,41.0,Male,
3072,Yes,No,Don't know,Yes,,25.0,Male,
3073,Yes,Yes,No,Yes,,31.0,Female,White
3074,Don't know,Don't know,Don't know,Don't know,,42.0,Male,
3075,No,No,Yes,No,,42.0,Male,White
3076,Yes,Yes,Yes,No,,41.0,Male,Asian
3077,Yes,Yes,Yes,Yes,,35.0,Others,White
3078,Yes,No,Don't know,No,,24.0,Male,
3079,Yes,Yes,Yes,No,,37.0,Male,White
3080,Don't know,Don't know,Don't know,Yes,,32.0,Male,
3081,Yes,Yes,No,No,,34.0,Male,
3082,No,No,No,No,,37.0,Male,
3083,Don't know,Don't know,Don't know,Don't know,,38.0,Male,
